,Source,Dest,Number of SP,SP length,Disparity
375,5,41,1,1,0.0
376,5,50,4,2,75.0
377,5,44,1,1,0.0
378,5,35,3,3,44.446666666666665
379,5,36,1,2,0.0
380,5,2,2,2,50.0
381,5,95,6,6,38.88833333333333
382,40,41,1,1,0.0
383,40,50,2,2,50.0
384,40,44,1,1,0.0
385,40,35,4,4,37.5
386,40,36,1,2,0.0
387,40,2,2,2,50.0
388,40,95,26,7,49.45076923076924
389,41,50,1,1,0.0
390,41,44,1,1,0.0
391,41,35,4,4,37.5
392,41,36,1,1,0.0
393,41,2,1,1,0.0
394,41,95,4,6,37.5
395,50,44,1,2,0.0
396,50,35,2,4,25.0
397,50,36,1,2,0.0
398,50,2,1,1,0.0
399,50,95,3,5,33.333333333333336
400,44,35,1,3,0.0
401,44,36,1,2,0.0
402,44,2,1,2,0.0
403,44,95,11,7,51.94818181818182
404,35,36,4,5,30.0
405,35,2,9,5,51.111111111111114
406,35,95,1,6,0.0
407,36,2,1,2,0.0
408,36,95,4,7,32.1425
409,2,95,3,6,27.776666666666667
410,32,0,1,1,0.0
411,32,75,1,1,0.0
412,32,38,3,5,26.666666666666668
413,32,65,1,2,0.0
414,0,75,1,1,0.0
415,0,38,3,5,26.666666666666668
416,0,65,1,2,0.0
417,75,38,3,4,33.333333333333336
418,75,65,1,1,0.0
419,38,65,3,4,33.333333333333336
