,Source,Dest,Number of SP,SP length,Disparity
667,7,28,1,2,0.0
668,4,3,1,1,0.0
669,4,12,1,1,0.0
670,4,16,1,1,0.0
671,4,33,1,1,0.0
672,4,38,1,1,0.0
673,4,43,1,1,0.0
674,4,2,1,1,0.0
675,4,8,2,2,1.0
676,4,0,3,3,0.7777777777777778
677,3,12,1,1,0.0
678,3,16,1,2,0.0
679,3,33,3,2,1.0
680,3,38,1,1,0.0
681,3,43,2,2,1.0
682,3,2,1,1,0.0
683,3,8,1,1,0.0
684,3,0,7,4,0.7261904761904762
685,12,16,5,2,1.0
686,12,33,1,1,0.0
687,12,38,1,1,0.0
688,12,43,1,1,0.0
689,12,2,1,1,0.0
690,12,8,2,2,1.0
691,12,0,2,3,0.6666666666666667
692,16,33,1,1,0.0
693,16,38,2,2,1.0
694,16,43,1,1,0.0
695,16,2,1,2,0.0
696,16,8,2,3,0.6666666666666667
697,16,0,1,2,0.0
698,33,38,1,1,0.0
699,33,43,1,1,0.0
700,33,2,3,2,1.0
701,33,8,6,3,0.7999999999999999
702,33,0,2,2,1.0
703,38,43,3,2,1.0
704,38,2,1,1,0.0
705,38,8,2,2,1.0
706,38,0,2,3,0.6666666666666667
707,43,2,2,2,1.0
708,43,8,4,3,0.7777777777777778
709,43,0,3,3,0.7777777777777778
710,2,8,1,1,0.0
711,2,0,7,4,0.7261904761904762
712,8,0,14,5,0.6813186813186808
713,1,10,1,1,0.0
714,47,31,1,1,0.0
715,47,31,1,1,0.0
716,47,37,1,1,0.0
717,47,40,1,1,0.0
718,47,49,11,7,0.5792207792207792
719,47,9,2,3,0.6666666666666667
720,31,37,1,1,0.0
721,31,40,4,2,1.0
722,31,49,29,7,0.7009148486981001
723,31,9,3,3,0.7777777777777778
724,37,40,1,1,0.0
725,37,49,9,6,0.6157407407407407
726,37,9,10,3,0.8
727,40,49,1,6,0.0
728,40,9,1,2,0.0
729,49,9,7,5,0.6761904761904762
730,22,19,1,1,0.0
731,22,25,1,1,0.0
732,22,45,1,1,0.0
733,22,18,11,5,0.6981818181818185
734,22,39,5,5,0.5399999999999999
735,22,36,27,5,0.8319088319088327
736,19,25,1,1,0.0
737,19,45,1,1,0.0
738,19,18,8,5,0.6000000000000002
739,19,39,9,5,0.6222222222222223
740,19,36,3,4,0.8333333333333334
741,25,45,1,1,0.0
742,25,18,1,4,0.0
743,25,39,1,4,0.0
744,25,36,5,4,0.75
745,45,18,1,4,0.0
746,45,39,1,4,0.0
747,45,36,7,4,0.8214285714285714
748,18,39,1,4,0.0
749,18,36,3,4,0.5
750,39,36,1,2,0.0
751,44,6,1,1,0.0
752,44,24,1,1,0.0
753,44,35,2,2,1.0
754,6,24,1,1,0.0
755,6,35,1,1,0.0
756,24,35,1,1,0.0
757,41,7,1,1,0.0
758,41,17,1,1,0.0
759,41,23,1,1,0.0
760,41,20,1,1,0.0
761,41,38,4,3,0.7777777777777778
762,7,17,1,1,0.0
763,7,23,1,1,0.0
764,7,20,1,1,0.0
765,7,38,2,2,1.0
766,17,23,3,2,1.0
767,17,20,1,1,0.0
768,17,38,2,2,1.0
769,23,20,1,1,0.0
770,23,38,2,3,0.6666666666666667
771,20,38,8,3,0.8690476190476192
772,33,12,1,1,0.0
773,33,13,1,1,0.0
774,33,28,1,1,0.0
775,33,42,1,1,0.0
776,33,43,1,1,0.0
777,33,48,1,1,0.0
778,33,0,2,2,1.0
779,12,13,1,2,0.0
780,12,28,1,2,0.0
781,12,42,2,2,1.0
782,12,43,1,1,0.0
783,12,48,1,2,0.0
784,12,0,2,3,0.6666666666666667
785,13,28,1,1,0.0
786,13,42,1,2,0.0
787,13,43,1,2,0.0
788,13,48,1,1,0.0
789,13,0,1,1,0.0
790,28,42,1,2,0.0
791,28,43,1,2,0.0
792,28,48,3,2,1.0
793,28,0,2,2,1.0
794,42,43,3,2,1.0
795,42,48,2,2,1.0
796,42,0,5,3,0.9
797,43,48,2,2,1.0
798,43,0,3,3,0.7777777777777778
799,48,0,1,1,0.0
800,1,10,1,1,0.0
801,1,32,1,1,0.0
802,10,32,1,1,0.0
803,29,5,1,1,0.0
804,15,14,1,1,0.0
805,15,16,1,1,0.0
806,15,21,1,1,0.0
807,15,27,1,1,0.0
808,15,30,1,1,0.0
809,14,16,2,2,1.0
810,14,21,1,1,0.0
811,14,27,1,1,0.0
812,14,30,1,1,0.0
813,16,21,1,2,0.0
814,16,27,2,2,1.0
815,16,30,2,2,1.0
816,21,27,1,1,0.0
817,21,30,1,1,0.0
818,27,30,1,1,0.0
819,46,11,1,1,0.0
820,3,2,1,1,0.0
821,3,4,1,1,0.0
822,3,8,1,1,0.0
823,3,34,1,1,0.0
824,2,4,1,1,0.0
825,2,8,1,1,0.0
826,2,34,1,2,0.0
827,4,8,2,2,1.0
828,4,34,1,2,0.0
829,8,34,2,2,1.0
830,31,14,1,1,0.0
831,31,21,1,1,0.0
832,31,47,1,1,0.0
833,31,19,2,2,1.0
834,31,32,23,6,0.712121212121212
835,14,21,1,1,0.0
836,14,47,4,2,1.0
837,14,19,1,1,0.0
838,14,32,8,5,0.7071428571428573
839,21,47,1,1,0.0
840,21,19,1,1,0.0
841,21,32,1,5,0.0
842,47,19,2,2,1.0
843,47,32,9,6,0.5925925925925927
844,19,32,3,5,0.7999999999999999
845,48,13,1,1,0.0
846,48,33,1,1,0.0
847,48,36,1,1,0.0
848,48,28,3,2,1.0
849,48,39,1,2,0.0
850,48,43,2,2,1.0
851,48,18,1,3,0.0
852,13,33,1,1,0.0
853,13,36,1,1,0.0
854,13,28,1,1,0.0
855,13,39,1,1,0.0
856,13,43,1,2,0.0
857,13,18,1,3,0.0
858,33,36,3,2,1.0
859,33,28,1,1,0.0
860,33,39,1,2,0.0
861,33,43,1,1,0.0
862,33,18,1,2,0.0
863,36,28,1,1,0.0
864,36,39,1,2,0.0
865,36,43,4,3,0.7777777777777778
866,36,18,3,4,0.5
867,28,39,1,2,0.0
868,28,43,1,2,0.0
869,28,18,1,3,0.0
870,39,43,1,3,0.0
871,39,18,1,4,0.0
872,43,18,5,3,0.8000000000000002
873,16,4,1,1,0.0
874,16,7,1,1,0.0
875,16,17,1,1,0.0
876,16,24,7,4,0.7261904761904762
877,4,7,4,2,1.0
878,4,17,4,2,1.0
879,4,24,5,4,0.75
880,7,17,1,1,0.0
881,7,24,3,3,0.7777777777777778
882,17,24,2,3,0.6666666666666667
883,2,3,1,1,0.0
884,2,12,1,1,0.0
885,2,38,1,1,0.0
886,2,1,1,2,0.0
887,2,8,1,1,0.0
888,2,34,1,2,0.0
889,2,35,2,3,0.6666666666666667
890,3,12,1,1,0.0
891,3,38,1,1,0.0
892,3,1,1,1,0.0
893,3,8,1,1,0.0
894,3,34,1,1,0.0
895,3,35,2,2,1.0
896,12,38,1,1,0.0
897,12,1,1,2,0.0
898,12,8,2,2,1.0
899,12,34,1,2,0.0
900,12,35,5,3,0.8666666666666666
901,38,1,1,2,0.0
902,38,8,2,2,1.0
903,38,34,1,2,0.0
904,38,35,2,3,0.6666666666666667
905,1,8,2,2,1.0
906,1,34,1,1,0.0
907,1,35,1,1,0.0
908,8,34,2,2,1.0
909,8,35,5,3,0.8000000000000002
910,34,35,1,1,0.0
911,0,22,5,4,0.6
912,0,44,12,6,0.5505050505050504
913,22,44,2,4,0.5
914,9,25,1,1,0.0
915,9,41,1,1,0.0
916,9,45,1,1,0.0
917,9,10,4,4,0.6666666666666666
918,9,49,7,5,0.6761904761904763
919,25,41,1,1,0.0
920,25,45,1,1,0.0
921,25,10,2,4,0.5
922,25,49,3,5,0.4666666666666666
923,41,45,3,2,1.0
924,41,10,2,3,0.6666666666666667
925,41,49,3,4,0.5833333333333334
926,45,10,10,5,0.6844444444444446
927,45,49,22,6,0.7510822510822517
928,10,49,1,1,0.0
929,42,15,1,1,0.0
930,42,27,1,1,0.0
931,15,27,1,1,0.0
932,37,40,1,1,0.0
933,23,6,1,1,0.0
934,23,20,1,1,0.0
935,6,20,1,1,0.0
